MMS ID - 001,034$d,034$e,034$f,034$g,Cartographer - 110,Title - 245$a,Coordinates - 255$c,Publisher details - 260,Description - 300 ,Aperture card reproduction note - 533,Photocopy or reprint note - 534
9921331243607636,,,,,Victoria.Department of Crown Lands and Survey.,"Land Act 8901, section 145, Part 1, application of S. Boucher.  Land Act et el... Application for J. T. Boucher. Land Act et el... Application of E. Boucher. Land Act et el... Land Act 1890, section 99, application of R, Gannon. Land Act 1901, section 145, part 1, application of A. H. Dyer. Plan of allotment, Methodist church sitem Parish of Jinderboine, County of Benambra",,1901-1923.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331253607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of allotment, Parish of Langwornor, County of Dalhousie. Allotment, Parish of  Langwornor, County of Dalhousie. Parish of Langwornor, County of Dalhousie. Allotment IV of VI, parish of Langwornor, County of Dalhousie.",,1893-1915.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331263607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarroweyah, County of Moira",,1949-1952.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331273607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Ginquam, County of Karakarooc. Parishes of Ginquam, Yatpool & Carwarp West, County of Karkarooc",,1956-1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331283607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Tamboritha, Countyh of Wonnangatta",,1903-1941.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331293607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Strathmerton, County of Moira.  Murray Valley subdivision, Parish of Strathmerton, County of Moira",,1952-1956.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331303607636,,,,,Victoria.Department of Crown Lands and Survey.,"Allotment 3, Parish of Tottington, County of Kara Kara :",,1883-1910.,maps,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921331313607636,,,,,Victoria.Department of Crown Lands and Survey.,"Subdivision of allotments 21 & 51, Parish of Corop, County of Rodney.  Allotment, Parish of Corop, County of Rodney",,1876-1914.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331323607636,,,,,Victoria.Department of Crown Lands and Survey.,"Konong Wootong Estate, Parish of Konong Wootong, County of Dundas. Uncles Land, Parish of  Konong Wootong, County of Dundas. Plan of allotment, Hall Site, PARISH OF Konong Wootong, County of Dundas. Nepean's under the transfer of Land Act, paln of part of Crown allotment 3A, Section 6, Parish of Konong Wootongm County of Dundas",,1873-1922.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331333607636,,,,,Victoria.Department of Crown Lands and Survey.,"Maes-Y-Porth Estate, parishes of Ballangeigh and Cooramook, County fo Villiers. Paln of Country allotment in the Parish of Cooramook, County of Villiers. Parish of Cooramook, County of Villiers",,1898-1956.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331343607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of allotment 32(part), school site, Parish of Yaramba, County of Millewa. Plan of allotment 1(subdivision), Parish of Yaramaba, County of Millewa.  Parishes of Yaramba, Willah, County of Millewa",,1925-1935.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331353607636,,,,,Victoria.Department of Crown Lands and Survey.,"Allotments, Parish of Glenalybyn, County of Gladstone. Plan of survey of part of Crown allotments 8 & 4 section E, Parish of Glenalbyn, County of Gladstone",,1929-1931.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331363607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of subdivision of part of Crown allotments 2,3, and 4, parish of Phillip Isalnd, County of Mornington. Plan of subdivision of part of Crown allotment 6, Parish of Phillip Island, County of Mornington. Paln of subdisivion, part of Crown allotment 161, parish of Phillip Island. Plan of subdivision of part of Crown allotment 3, Parish of Phillip Isalnd, County of Mornington",,1930-1958.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331373607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Margooya, County of Karkarooc. Parishes of Annuello & Margoona, County of Karkarooc",,1933-1963.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331383607636,,,,,Victoria.Department of Crown Lands and Survey.,"City of Bendigo, Parish of Sandhurst, County of Bendigo. At Bendigo, Parish of Sandhurst, County of Bendigo",,1937-1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331393607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Bundalaguah, County of Tanjil. Maffra- Sale, Plan of subdivision of section XXXV for solider settlement commission, Springbark Estate, Parish of Bundalaguah, County of Tanjil",,1950-1955.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331403607636,,,,,Victoria.Department of Crown Lands and Survey.,"S.S.C., Murray Valley area, Parish of Yarroweyah, County of Moira. Plan of allotments, Soldier Settlement Commission, Murray Valley area, Parish of Yarroweyah, County of Moira",,1950-1965.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331413607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarroweyah, County of Moira",,1951-1955.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331423607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of allotment, Glenfine Estate, Parish of Commeralghip, County of Grenville, Plan of allotmentsm Parish of Commeralghip, County of Grenville",,1956- 1970.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331433607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Piambiem County of Tatchera. Parishes of Paimbie & Burra, County of Tatchera",,1960-1966.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331443607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of survey allotments, Parish of Yarroweyah. Plan of allotments, Parish of Yarroweyah",,1954-1955.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331453607636,,,,,Victoria.Department of Crown Lands and Survey.,"Bruk Bruk Estate, Paris of Bruk Bruk, County of Dundas. Plan of allotments, McNicol's Estate No. 1m parish of Bruk Bruk, County of Dundas",,1957-1959.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331463607636,,,,,Victoria.Department of Crown Lands and Survey.,"Paln of allotments, Ballyglunin Estate, parishes of Bochara, Jerrywarook & North Hamilton, County of Dundas. Illira Estate, parishes of Bulart and Jerrywarook, County of Dundas",,1960-1962.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331473607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parishes of Benetook & Mildura, counties of Millewa & Karkarooc. Parishes of Benetook and Merrinee, County of Millewa. Parish of Benetook, County of Millewa. Parish of Murrnroong, County of Millewa",,1961-1963.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331483607636,,,,,Victoria.Department of Crown Lands and Survey.,"Murrindindim County of Anglesey,  Plan of allotments, Parish of Mogoram County of Bogong",,1967-1970.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331493607636,,,,,Victoria.Department of Crown Lands and Survey.,"Part of Lunatic Asylum Reserve, City of Kew, Parish of Boroondarra, County of Bourke",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331503607636,,,,,Victoria.Department of Crown Lands and Survey.,"McGuinness's  Estate, Parish of Framlingham East, County of Hampden. Long's Estate, Parish of Framlingham East, County of Hampden",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331513607636,,,,,Victoria.Department of Crown Lands and Survey.,Parish of Dimboola,,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331523607636,,,,,Victoria.Department of Crown Lands and Survey.,"Soldier Settlement Commission, Murray Valley Aream Plan of subdivision, Parish of Yarroweyah, County of Moira",,[195-?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331533607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Tarrango, County of Millewa. Parishes of Tarrango and Yaramba, County of Millewa. Parishes of Karawinna and Tarrango, County of Millewa",,[196-?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331543607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of subdivision of part of Crown allotments 16p, Parish of  Loy Yang, County of Buln Buln. Plan of subdivision of 16u, sec A, Parish of Loy Yang, County of Buln Buln. Plan of subdivision of part of Crwon allotments 8S & 16, Sec A, Parish of et el...",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331553607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of allotment, Parish of Mahrong, County of Lowan. Plan of allotments, Parish of Mahrong, County of Lowan. Parish of Mohrong",,[196-?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331563607636,,,,,Victoria.Department of Crown Lands and Survey.,"County of Buln Buln, Parish of Woorarra. Plan of Crown allotment, County of Buln Buln, Parish of Woorarra",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331573607636,,,,,Victoria.Department of Crown Lands and Survey.,"Allotment, Travellers Rest, Yarra Tarck. Allotments at Perrys, Yarra Track. Allotment at Cumberland Creek, Yarra Track. Allotment at Davis' Royal Mail Hotel, Yarra Track.  Allotment at the Scandinavian Hotel(Swedes), Yarra Track",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331583607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of subdivision of part of Crown allotments 30,31 & 33, Parish of Fingal.  Plan of subdivision, part of Crown allotment 39, Parish of Fingal, County of Mornington. Plan of subdivision Crown allotment 14, Section C, Parish of Fingal, County of Mornington. Plan of subdivision, parts of Crown Allotments 34 and 35, Parish of Fingal, County of Mornington. Plan of Subdivision of Crown allotments 24 section C et al...",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331593607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of subdivision parts of Crown allotments 17 & 51 section A, Parish of Dulungalong, County of Buln Buln. Plan of subdivision parts of Crown allotment 53 section A, Parish of Dulungalong, County of Buln Buln. Plan of subdivision parts of Crown allotment 53A section A, Parish of Dulungalong, County of Buln Buln. ""Golden Beach Club Estate"", Plan of subdivision, et el...Parish of Dulungalong, County of Buln Buln",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331603607636,,,,,Victoria.Department of Crown Lands and Survey.,"S.S.C., Murray Valley area, Parish of Yarroweyah, County of Moira. Parish of Yarroweyah, County of Moira",,1950-1956?.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331613607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of subdivision, Part of Crown allotments, 14,15, & 16, Section c, Parish of Wulla Wullock, County of Buln Buln",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331623607636,,,,,Victoria.Department of Crown Lands and Survey.,Parish of Wonyip,,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331633607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of Re-survey 10th sec reserve, Parish of Kurtingm County of Gladstone. Allotment 7 of B, Parish of Kurting, County of Galdstone, Parish of Kurting, County of Gladstone.",,199-?.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331643607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yarrara, County of Millewa",,193-?.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331653607636,,,,,Victoria.Department of Crown Lands and Survey.,"Yaramba, County of Millewa",,[192-?].,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921331663607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Wonyip, County of Buln Buln, W369(4A)",,199-?.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331673607636,,,,,Victoria.Department of Crown Lands and Survey.,"[Maps of Plans of subdivisions, part of Crown allotments, Parish of Brimbonga, County of Evelyn]",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331683607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Winteriga, County of Delatite",,[199-?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331693607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yackandandah, County of Bogong",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331703607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yackandandah, County of Bogong",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331713607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of Subdivision , parishes of Woranga & Wonwron, County of Buln Buln",,[19--].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331723607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wingan, County of Croajingolong",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331743607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wonnangatta, County of Wonnangatta",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331753607636,,,,,Victoria.Department of Crown Lands and Survey.,"Yangoura, County of Tanjil",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331763607636,,,,,Victoria.Department of Crown Lands and Survey.,"Crystal Wasters Estate, parishes of Woodstock and Laanecoorie, County of Bendigo",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331773607636,,,,,Victoria.Department of Crown Lands and Survey.,"Township of Pyramid Hill, parishes of Terrick Terrick Westr, Mologa, Mincha, & Mincha West, County of Gunbower",,[192-?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331783607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Willoby, County of Weeah",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331793607636,,,,,Victoria.Department of Crown Lands and Survey.,"Heytesbury Estate, Zone II, Parishes of Wiridjil and Coradjil, County of Heytesbury",,[18--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331803607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wilkin, County of Follett",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331813607636,,,,,Victoria.Department of Crown Lands and Survey.,"Will-Will-Rook, County of Bourke",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331823607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of part of Crown Allottment/portion/section 12A, Parish of Will Will Rock",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331833607636,,,,,Victoria.Department of Crown Lands and Survey.,"Allotments, Woatwoara and Purnya, County of Weeah",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331843607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wombat,Sheet 8",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331853607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wongarra, County of Polwarth",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331863607636,,,,,Victoria.Department of Crown Lands and Survey.,"Woori Yallock, County of Everlyn",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331873607636,,,,,Victoria.Department of Crown Lands and Survey.,"Worrowing, County of Tanjil",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331883607636,,,,,Victoria.Department of Crown Lands and Survey.,"Golden Beach...Plan of subdivision, part of Crown allotments 16, Parish of Wulla Wullock, County of Buln Buln",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331893607636,,,,,Victoria.Department of Crown Lands and Survey.,"Wycheproof Estate, (Mackie's), parishes of Bunguluke, Cooroopajerrup, Ninyeunook and Wycheproof, Kara Kara",,[19--?].,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921331903607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yackandandah, County of Bogong",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331913607636,,,,,Victoria.Department of Crown Lands and Survey.,"Yalla-y-Poora Estate, parishes of Yalla-Y-Poora, Wongan and Walla Walla, County of Ripon",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331923607636,,,,,Victoria.Department of Crown Lands and Survey.,"Yanipy, County of Lowan",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331933607636,,,,,Victoria.Department of Crown Lands and Survey.,"Yanipy, Sheet 2",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331943607636,,,,,Victoria.Department of Crown Lands and Survey.,"Township & Parish of Bemm & Parish of Yarak, County of Croajingalong",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331953607636,,,,,Victoria.Department of Crown Lands and Survey.,"Englefield Estate, parishes of Yarramyljup and Bil-Bil-Wyt, County of Dundas",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331963607636,,,,,Victoria.Department of Crown Lands and Survey.,"Yellangip, Sheet 2",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331973607636,,,,,Victoria.Department of Crown Lands and Survey.,"Mount Hotham Alpine Resort, counties of Bogongm Dargo, Delatite and Wonnangatta",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331983607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yertoo, Upper Dargo",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921331993607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Yungera, County of Tatchera",,[19--?].,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921332003607636,,,,,Victoria.Department of Crown Lands and Survey.,"Plan of allotment, Parish of Mullroo, County of Millewa",,1919-1966.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
